form	categorical_judgment
r X k D w N D S i K ǎ L n Y x è L t a K z a t V A ò a D à l ó a F R ǒ Q Z x O a o V N M g	grammatical
u K T q n j H R i è a z a B L m u T a J T P ó é è ǔ N s a é a e ǒ E á l T u ú F r k a S A	grammatical
x C ò S y z á ò v F Z p ú F a a ó j y ǔ x H C a W a B ó a r ò J i r ù D Z a c Q j O C ǎ S	grammatical
ù ǔ x S y a o b y a L w z l h S x w J n s Q Y D I a ǔ N S r P Y a N G X u h V V ó z I a ǒ R	ungrammatical
á X a Q T l Q M U o O U ù z I m q X K I g B a Y N C O j r C E t y O E ù á ǒ d a r D R a k	ungrammatical
ǎ v Q ò K ǔ J ú b U ǔ A T a a O Y G q y p y S I P C P a a B R é à i ù E V E a è t t ú X Q O	ungrammatical
ě z F h Z P a Q a x E q Y a h n l D è è á ǎ E x W ó è w B ù r w é a X h H ě ù S l D P á ǒ	ungrammatical
ǒ s ě L a k a Z a V g S r a u Y ó ù Y ù ò à x z J ú V o x E j t z F g c K è a z l M U D S i	ungrammatical
B a O D ǎ A B j m Z n G r r n f s S N o a u v X a ǎ ù M P x è G N B V Z k L A a H E a T o s	ungrammatical
E k Z R l i u è è x L y u R ó ò a z A W j J ǒ y q ǒ a E a H ǎ a V F L r à ǔ z d E a ú k J	ungrammatical
H Y H h z ò h v a y Q a E y ò m a m ǒ l a ě m B Y o e B F E p W x f y a y ò E e f ǔ c R	ungrammatical
K ò u y v ó v w u a ú é t s ú ě w E S a w v y k a ò V t ǎ q M ě G ǎ P p K C f i v i N é a	ungrammatical
M t u T H s á L S Z D q è r G a D é W é a ò a N ǎ Z a á K F X ó ú A L u W e E è H I ù d e	ungrammatical
P ò ǎ X D C g i E S M g g U a I à a ó k Z r à r ù h a J T ě s T ě m D w I a ǒ I v ò Z F S	ungrammatical
S à l J A k a f a o t T V v w l P a n i O á è a n H a p T J a O p d g f c k ù O t J H V r G	ungrammatical
U a j g O x z a y c a S l Q Y T g ù ǒ r a J h R h a è p s E ò P R d E F ò a N á z x t X A	ungrammatical
X W O G j e s C r w u L j T T S E a h p l T é F ǎ ù h g q t X S z P a a r è P w S a a s ǔ	ungrammatical
a è h ǒ ǔ ě a g a q N R ǒ Z k K s n D k ǔ Q m E x q c O S h p a p w N L Z ó é i a G è b w ǔ	ungrammatical
a M a m f N X W V a S L ú ǔ E ě a C à a ú f ó ù Z u y à ó g k è é I q B v a l V i s ǎ p y t	ungrammatical
a a B H p ǒ X X F j a q ǒ U V l a R R Q X h B X ǎ Q e J S ù E H P E a M Y V k ú z ù T O ú I	ungrammatical
a s t Y X m q p C u O H ě j L ě Q M l y Q ě a Q k G U a K n R l C a W d Z T r u a ú D q L	ungrammatical
h c o V G ó O P h O L s V Y á ǔ Q T R S D i u Z w j V a j a a U J P R H G á a à n a ǔ n z J	ungrammatical
k I T ù J ò B Q L X a ó P I ó z Z g à C F a a t w i W ě F é Y T é ǔ P è à t M à D g O h a	ungrammatical
m a z M a g S a ǒ m h r a r j C S s v M G T h o ǔ M b m W Y Q Q I S j D M d Q à b j o B m	ungrammatical
p A ó a q E T g a g l A W G ó U Z ú ǔ ǎ r P ǎ ǔ ó s j ù S t x g w Q a Q á Z L H o d p a h	ungrammatical
r X k D w N D S i K ǎ L n Y x è L t a K z a t V A ò a D à l ó a F c R ǒ Q Z x O a o V N M g	ungrammatical
u K T q n j H R i è a z a B L m u T U J T P ó é è ǔ N s a é a e ǒ E á l T u ú F r k a S A	ungrammatical
x C ò S y z á ò v F Z p e ú F a a ó j y ǔ x H C a W a B ó a r ò J i r ù D Z a c Q j O C ǎ S	ungrammatical
ù ù á C S ó a u o a ò W l à q g ù á ě t B A ǒ ú D t t m ě Z q w a p j N ò g u X a a e Y ù p	grammatical
á a t u ě a ǒ B G a à I ǒ k C u j a p r u r ù I x W n k J g a q s f W E O r ò n t ú o k s W	grammatical
ǎ p r N w ú W Q I a S a g z Z Q g B u W ě Q m a ù P a l a Y J j W o S m n ù d e ǒ y ó O e C	grammatical
ě l D V a H K T o s i W G a a A p h B m á M s r s i M ù A ě V N C a j W a á F b c V K o a H	grammatical
ǒ N S x Q n K W à a E K a A X s M S m t s G v P á K u a M x U S T v a p V r p v I q ǎ o a S	grammatical
B Q W u a a W ǒ z C G H S t O p p Z I Z ò è r H ǎ J ù ǒ i k K R p C ù Y A q U T é a a ǎ L a	grammatical
E Z Q a ò ě K à v ǒ k é I i v m J i W V j R l x a a O g i g ě G a Z ú q E ǔ è é a à l Z g g	grammatical
G p è o r F J J I ě C a B P n i a à X é à n Z Z q u J a F W R a ò ǒ a u B H a q I u M X O f	grammatical
J B M h m a é m a ó F x à a j n a M é A è k t i u M è C ǒ R R Y W w j t a t I D w O ǔ ǔ m g	grammatical
L x p H U E W u B K l a a K C a P S a Y l B Y é n ě v D Y Q Y w X U Q a A G R n x ú C P j o	grammatical
O Z G ò à C Z ě ǔ N ù U a N l B a é q l a è v ǔ E ú m U V Y z J u ǎ ù i l ǎ a j F a X M K ǒ	grammatical
Q k y R F A W j P ǎ i a a S K H Y Q z R k ě C è è B a N A a n a n O ě ù w E ǎ b ò z y F ó ě	grammatical
T i ǎ M R q i r i m á O N u a h a è p B Z m ó A ǒ x ǎ a Y ù o l ò A h a w è ǔ è a k u F ě W	grammatical
W S t ó ě á A a Z ě o R M ǔ h w ó g C A a O a N F S y a ǒ Y z R M s z ù a T B Z ǔ c c D ú R	grammatical
Y a h P Q a I ě p Y v n P ǎ Q Y o g x ě o V E a S a ó X ě O i ú Y l r B U A w y a ě X P l f	grammatical
a è w B O m a g a R è ó V ò a T a ó o y N S s o S z F p á b o O é ú a è ǎ F H ú e r v ù E R	grammatical
a O ú J Z X Z C Y á q A a a A a s W z l R V a T d h ǒ p q ù Y a N i à R ǔ i l W y Y J z Z T	grammatical
a h M q x ǔ é ú è a I U B ú T x a Z W W U G à é ǔ B è a k k A D g x a l ě ò V ó G U ě u H ú	grammatical
g i W a è u m a w N x l G i a a H z ò é ǎ ě a e ǎ ó T d é S w F n q à f á Z x f d e P z q E	grammatical
j a ó à a B t y a K P a S R w A ě ǎ V N ǎ F v a e c j X ǔ m b G j b V j s m k k ò ú U w P A	grammatical
m M F h è p t D ó é ó x U o m z z ò R a a H W M a T ú a B a p á A r Z E S L ǒ T P j ù V à K	grammatical
o t i Z i a N u u s D r Y ú a W K P á h à w è y a á u C x a D D R V a h ù s h ó k v ǎ l k ě	grammatical
r X a a ǔ p s I k o ó è I Z s à w N X m C S B A V é K n a h r a L ǔ ó M X O a á r u E s V d	grammatical
t x x à D ó ù R V a g ǎ á Y a C ǔ ù C n X Z à ǎ u I t ǎ F k K h M R a Q a a o ǒ h U m d U C	grammatical
x B i ó è N a g x a q ǒ s l V a s ǒ y ú W S ǔ i T á C a g i E ǎ G a x e f f m n J c a ǎ c ǎ	grammatical
ù ù á C S ó a u o a ò W l à q g ù á ě t B A ǒ ú D t t m ě Z f w a p j N ò g u X a a e Y ù p	ungrammatical
á a t u ě a ǒ B G W à I ǒ k C u j a p r u r ù I x W n k J g a q s f W E O r ò n t ú o k s W	ungrammatical
ǎ p r N w ú W Q I T S a g z Z Q g B u W ě Q m a ù P a l a Y J j W o S m n ù d e ǒ y ó O e C	ungrammatical
ě l D V a H K T o s i W G a R A p h B m á M s r s i M ù A ě V N C a j W a á F b c V K o a H	ungrammatical
ǒ N S x Q n K W à s E K a A X s M S m t s G v P á K u a M x U S T v a p V r p v I q ǎ o a S	ungrammatical
B Q W u a a W ǒ z C G H S t O p p Z I Z ò è r H ǎ J ù ǒ i k b R p C ù Y A q U T é a a ǎ L a	ungrammatical
E Z Q a ò ě K à v ǒ k é I i v m J i W V j R l x a a O g i g ě G l Z ú q E ǔ è é a à l Z g g	ungrammatical
G p è o r F J J b I ě C a B P n i a à X é à n Z Z q u J a F W R a ò ǒ a u B H a q I u M X O f	ungrammatical
J B M h m a é m a ó F x à a j n G M é A è k t i u M è C ǒ R R Y W w j t a t I D w O ǔ ǔ m g	ungrammatical
L x p H U E W u B K l a j K C a P S a Y l B Y é n ě v D Y Q Y w X U Q a A G R n x ú C P j o	ungrammatical
O Z G ò à C Z ě ǔ N ù U a N l B a é q l a è v ǔ E ú m U V Y z J u ǎ ù i l ǎ a j F Q X M K ǒ	ungrammatical
Q k y R F A W j P ǎ i ǒ a S K H Y Q z R k ě C è è B a N A a n a n O ě ù w E ǎ b ò z y F ó ě	ungrammatical
T i ǎ M R q i r i m á O N u a h a è p B Z m ó A ǒ x ǎ a Y e ù o l ò A h a w è ǔ è a k u F ě W	ungrammatical
W S t ó ě á A a Z ě o R M ǔ h w ó g C A a O a N F S y a ǒ Y z f M s z ù a T B Z ǔ c c D ú R	ungrammatical
Y a h P Q a I ě p Y v n P ǎ Q Y o g x ě o V E a S a ó X ě O i ú Y l r B U A w y C ě X P l f	ungrammatical
a è c w B O m a g a R è ó V ò a T a ó o y N S s o S z F p á b o O é ú a è ǎ F H ú e r v ù E R	ungrammatical
a O ú J Z X Z C Y á q A a a A W s W z l R V a T d h ǒ p q ù Y a N i à R ǔ i l W y Y J z Z T	ungrammatical
a h M c q x ǔ é ú è a I U B ú T x a Z W W U G à é ǔ B è a k k A D g x a l ě ò V ó G U ě u H ú	ungrammatical
g i W a è u m a w N x l G i a f a H z ò é ǎ ě a e ǎ ó T d é S w F n q à f á Z x f d e P z q E	ungrammatical
j ǎ ó à a B t y a K P a S R w A ě ǎ V N ǎ F v a e c j X ǔ m b G j b V j s m k k ò ú U w P A	ungrammatical
m M F h è p t D ó é ó x U o m z z ò R a a H W e M a T ú a B a p á A r Z E S L ǒ T P j ù V à K	ungrammatical
o t i Z i a N u u s D r Y ú a W K P á h à w è y a á u d C x a D D R V a h ù s h ó k v ǎ l k ě	ungrammatical
r X a a ǔ p s I k o ó è I Z s à w N X m c C S B A V é K n a h r a L ǔ ó M X O a á r u E s V d	ungrammatical
f t x x à D ó ù R V a g ǎ á Y a C ǔ ù C n X Z à ǎ u I t ǎ F k K h M R a Q a a o ǒ h U m d U C	ungrammatical
x B i ó è N a g x a q ǒ s l V a s ǒ y ú W S ǔ i T á C a g i E ǎ G T x e f f m n J c a ǎ c ǎ	ungrammatical
ù ǔ ǒ ó o a à A Y Y H r z r ù Z á j q w ě E M t a k á o i a t i è R X q a K K n B j ú q é a X	grammatical
á N ǔ q r ǎ q S ě j ó U U n Y a P j Z x R T T O g ǎ B ǔ ú A n Y i a a M h g T V a v X H ǔ D a	grammatical
é C á Z k ò A a g à L Q a x O E z D o M C J U a y C F è è t r G A U ù i a B q q a d K K G è K	grammatical
ó ǎ G w ǎ n O U s O H ò l à ù a á R q a t K C I z F N s Q a h s a m V R j D a j h o B W x ě ě	grammatical
ǒ ò B l T é J a ǒ a a B B N l Y ǔ C á z Q a ǒ E ǒ s ǎ P ǒ L q V V ǒ T ò I o l t u X h G ǔ a R	grammatical
B è I H s E I a ú h á y p o I á à ǎ V n è a L ǎ ò o U g k Y J V D a L a ù L n q R u C à Y L a	grammatical
D i H h q a ú ǔ m j z H k P W a è G ǒ o r I T u s g l I C N F a a F a Y ú x P L c r G G C q a	grammatical
G I A ě p C à à ò g a J a O i ǎ i z O A a s v T K ǔ ò M à D C q ù a n r ǔ h A E ú i A I ú a t	grammatical
J B B ù è r H L m h z B ǔ O a C H K D M n g g a p x P g W F m Y N I G o s N a x S a M t ě ǔ a	grammatical
M Q K a D M i R G x X x v K t X a é y A a ǒ a s à a n k K C P ò E g T E W ě L t H y e t m é G	grammatical
O z ù ù ó O a Q z Z G w S x s q g r O a è a ù l g G q a è ǔ n ò ě a ǒ I w B N C Z u I n à p J	grammatical
R g z R a x K I V A J n ǎ a ě w o ǔ é è a l ǒ à Z D a s ù é B à á n K ò q S ú Y X s r H a U h	grammatical
U M o N H x U R ǒ a x ó X H I P x R ǒ a ě P o Y a l O á j j à Q ǎ F a t ǔ E E ǔ a v ě ò N C g	grammatical
W w ú R a k ǔ y é O a é ǔ h a a r i Q O j m x y i j à D q M Z S P s Q m h a T C z á H n j U l	grammatical
Z ǒ H N y k O a o ù v M p z a G ó B z é ù a Q à S A Z U x n à L à á t V M a n W a ù ǒ t ǔ R m	grammatical
a D j t ò B ǒ o l y t é é h k i D I I C a á y w s a ó U V G k o I a M a y n A n z M B ě z h ǎ	grammatical
a a D n è V a y G O h a k r z N R a V á f a w N k è z w E ú S h d o B b j i á I Q P w M l ǔ ǔ	grammatical
a y a t Q à h a p A Y O ě W s x è Z N A p l V ǒ I q O W x M L n ě v q a M a D o Q n T o s X Y	grammatical
h s T ǔ s a m X N à V n ú a E ǎ h a P x O V a á V N J X s y h ǒ C C X q a F ú e F M o X a w M	grammatical
k ú B ǔ t A B u n T a j s ǔ E O W v C C ě m J g w z a a w z à h E ě ǎ R a K v x N a ǔ M ù l Z	grammatical
m s à a V Y O R m y T q ǒ á è Q l z ǎ o ǎ C s k ǒ ě m a é ǔ D G ó F X P X G F T a ú a p ú A a	grammatical
p M a a O p ò T H ě o a h Y ě a A t w H à C w Z a R L q ǎ ò U K m á q X s h v P e g T ǒ F ú K	grammatical
s ù y U U i R O J G Z j O Z i a J á t ǔ k j ò a a k C a J V Y v w ǎ L ǎ x T a e K U Q o H f s	grammatical
u a A C ú ǎ p a a Y s G V ó I ě v ú a H a b á m V h ǒ K R ě m ǒ ò r T ǒ L d D q r ò ǒ C p s S	grammatical
x K o è ě a i y v v a ú g R a D E è t J H a m r ò à V m a l M H S P h t W V ó ù ě r A z è F m	grammatical
ù ǔ ǒ ó o a à A Y Y H r z r ù Z á j q w ě E M t é k á o i a t i è R X q a K K n B j ú q é a X	ungrammatical
á N ǔ q r ǎ q S ě j ó U U n Y a P j Z x R T T O g ǎ B ǔ ú A n Y d a a M h g T V a v X H ǔ D a	ungrammatical
é C á Z k ò A a g à L Q a x O E z D o M C J U a y C F è è t r G A U ù i a e q q a d K K G è K	ungrammatical
ó ǎ G w ǎ n O U s O H ò l à ù g á R q a t K C I z F N s Q a h s a m V R j D a j h o B W x ě ě	ungrammatical
ǒ ò B l T é J a ǒ a a B B N l Y ǔ C f á z Q a ǒ E ǒ s ǎ P ǒ L q V V ǒ T ò I o l t u X h G ǔ a R	ungrammatical
B è I H s E I a ú h á y p o I á à ǎ V n f a L ǎ ò o U g k Y J V D a L a ù L n q R u C à Y L a	ungrammatical
D i H h q a ú ǔ m j z H k P W w è G ǒ o r I T u s g l I C N F a a F a Y ú x P L c r G G C q a	ungrammatical
G I A ě p C à à ò g a J a O i ǎ i z O A a s v T K ǔ ò M à D C d q ù a n r ǔ h A E ú i A I ú a t	ungrammatical
J B B ù è r H L m h z B ǔ O a C H K D M n g g a p x P g b W F m Y N I G o s N a x S a M t ě ǔ a	ungrammatical
M Q K a D M i R G x X x v K t X a é y A a ǒ a s à k n k K C P ò E g T E W ě L t H y e t m é G	ungrammatical
O z ù ù ó O a Q z Z G w S x s q g r O a è m ù l g G q a è ǔ n ò ě a ǒ I w B N C Z u I n à p J	ungrammatical
R g z R a x K I V A J n ǎ a ě w d ǔ é è a l ǒ à Z D a s ù é B à á n K ò q S ú Y X s r H a U h	ungrammatical
U M o e N H x U R ǒ a x ó X H I P x R ǒ a ě P o Y a l O á j j à Q ǎ F a t ǔ E E ǔ a v ě ò N C g	ungrammatical
f w ú R a k ǔ y é O a é ǔ h a a r i Q O j m x y i j à D q M Z S P s Q m h a T C z á H n j U l	ungrammatical
Z ǒ H N y k O a o ù v M p z a G ó B z é ù à Q à S A Z U x n à L à á t V M a n W a ù ǒ t ǔ R m	ungrammatical
a D j t ò B ǒ o l y t é é h k i D I I C a á y w s a ó U V G k o I a M r y n A n z M B ě z h ǎ	ungrammatical
F a D n è V a y G O h a k r z N R a V á f a w N k è z w E ú S h d o B b j i á I Q P w M l ǔ ǔ	ungrammatical
a y a t Q à h a p A Y O ě c W s x è Z N A p l V ǒ I q O W x M L n ě v q a M a D o Q n T o s X Y	ungrammatical
h s T ǔ s a m X N à V n ú a E ǎ h A P x O V a á V N J X s y h ǒ C C X q a F ú e F M o X a w M	ungrammatical
k ú B ǔ d t A B u n T a j s ǔ E O W v C C ě m J g w z a a w z à h E ě ǎ R a K v x N a ǔ M ù l Z	ungrammatical
m s à Y V Y O R m y T q ǒ á è Q l z ǎ o ǎ C s k ǒ ě m a é ǔ D G ó F X P X G F T a ú a p ú A a	ungrammatical
p M a a O p ò T H ě o a h Y ě a A t w H à C f w Z a R L q ǎ ò U K m á q X s h v P e g T ǒ F ú K	ungrammatical
s ù y U U i R O J G Z j O Z i a J á t ǔ b j ò a a k C a J V Y v w ǎ L ǎ x T a e K U Q o H f s	ungrammatical
u a A C ú ǎ p a Y s G V ó I ě v ú a H a b á m V h ǒ K R ě m ǒ ò r T ǒ L d D q r ò ǒ C p s S	ungrammatical
x K o è ě a i y v v a ú g R a D E è t J H R m r ò à V m a l M H S P h t W V ó ù ě r A z è F m	ungrammatical
ù á I à a g V ó Y F a ǔ P ǎ p P F m V a l y ú J D ù A h ě z a n O X j è m W è a R H h C E F p w	grammatical
á L t m C M D m B ù O W a ě à A M Y á Z G J W ǒ L a y a é à x Q L v ě n z C Z O Z D ú x a X i a	grammatical
ǎ y è u K i ú S X I s a a ě G v L K T a G A k a N ǎ M n u a o o y X ǎ d Y J z a T ǎ v U e v ú y	grammatical
ě Z é A l p a ú ù E u K á v a j a ǔ ǒ j ò T k O a L u w C S ó W h N C w n j A a l h V g ù K O d	grammatical
ǒ ě W z a g à z L R x O y S a W i a é K D l è ò A ǎ W s E a V Z Y a T b r ǔ l J T g f Y Y l x N	grammatical
A i l I m P U p s B a C ù J B ò l u a n A ò a Z K E A o q a y L w g z è ǔ h T a J P o u j è O o	grammatical
C o a ú q H h n U a ǒ h a ǒ j O P a h U G a s g u ǎ W N ù e N M t b g D i E Q ǒ ò F c H s G H Q	grammatical
F à ó j a a j C a g ǒ m ǒ ó p a u D L A ě z ù z a à o w ó l I S i q k P g S W L l B K ǒ X i ǒ H	grammatical
H y a C V ǎ P E m K g J è a i l x ù N s ǔ T a y v E i q h è l O E é H F a é ù j Y a M s j p h W	grammatical
K i N a a k I ó O E U Y n U à T R w z D à s ó W a x Y P t Y à K ǔ s g a w a I ǒ B N e w V a A I	grammatical
N A a z H o s U r q ú p U ù a L M R Z ě u G á k r C p ù S S a h n s a R a K f O g n T à V L G T	grammatical
P v h a v ǎ ò O a a p ù O U a a t e y a V e i G h h T è L Q A E w n t o è Y v T d h f p g Q A j	grammatical
S i a a á w F a a ù a N Z e X P O d p ǎ W c m g C T M N X F à á v é c ò Q ú ú ù J U E S Q G k I	grammatical
V a ǎ a Q ǒ ù U à H é Z à h a a ǒ a P Z v ǔ K r W i A A à X ǎ ǔ K A d p K K ú à E z N ò ó Y T U	grammatical
Y ǒ ò v L u p m I è H a E ò V M t v ò k I N S N ù N l J a E Q S é n E y K j a Z m W n a O a e ǔ	grammatical
a ě G R V ò l a J H g w k a P t x a X ù a Q A g ǒ b m ú F x x ǎ Z V r K ǎ o g ǔ è Y W m i p r R	grammatical
a R ǎ S R g l à a J M h h Y a N Y a W g U m o ě j x I ě ù J O ǒ a à M h J o ó V V ò o t G E ú O	grammatical
a p è E D a K E V E y ù ǔ m V t D M è è M s U l a z z v a S á Y j y k é C a W t b G A ǔ p O Q a	grammatical
h E n á L ǔ a a C x ù t ó a ù B j ǎ R q v H a T u Z l s a f ǔ I x è T N ò R J e è Q e ǔ d s M M	grammatical
j x F a U u l a l á X m n v è ó V E ǔ è a E g a w q Z D á a B G á e ǔ W t ǔ T A K à á A T ó v b	grammatical
m a é Z A I l o U ě P é à a Y K p L ú C L n N ó a g i ò g O é R n q i a é v a V x Q L ú h E a e	grammatical
p I H a a R H g Q J ǒ h F k ù N J I L ǒ C a ú à O w ò P t i W a h S W ù t N l z F S ǒ y ǎ ǔ a k	grammatical
s F v E a a y K ě l a F ǔ s G j ě a F ǔ q è P U C U R T Q K I N y W v A n a D w n a T c J ě S U	grammatical
u w a P è E n a ú à ě p m C ú H E z P B E T D a t t ò M z B Q é g ù I a ě E ǔ D ó x j a j w h I	grammatical
x J ù ě a ú ó q m x a á N O A t G M a x R H ò k ě U q N m á E k ù z I o a l E F X a Q p ǔ I g P	grammatical
ù á I à a g V ó Y F a ǔ P ǎ p P F m V a l y ú J D ù A h ě z a n O X j è m d W è a R H h C E F p w	ungrammatical
á L t m C M D m B ù O W a ě à A M Y á Z G J W ǒ L a b y a é à x Q L v ě n z C Z O Z D ú x a X i a	ungrammatical
ǎ y è u K i ú S X I s a ě G v L K T a G A k a N ǎ M n u a o o y X ǎ d Y J z a T ǎ v U e v ú y	ungrammatical
ě Z é A l p a ú ù E u K á v a j a ǔ ǒ j ò T k O a L u w C S ó W h N C c w n j A a l h V g ù K O d	ungrammatical
ǒ ě W z a g à z L R x O y S a W i T é K D l è ò A ǎ W s E a V Z Y a T b r ǔ l J T g f Y Y l x N	ungrammatical
A i l I m P U p s B a C ù J B ò l u a n A ò a Z K E A o q a d y L w g z è ǔ h T a J P o u j è O o	ungrammatical
C o a ú q H h n U a ǒ e h a ǒ j O P a h U G a s g u ǎ W N ù e N M t b g D i E Q ǒ ò F c H s G H Q	ungrammatical
F à ó j a a j C a g ǒ m ǒ ó p W u D L A ě z ù z a à o w ó l I S i q k P g S W L l B K ǒ X i ǒ H	ungrammatical
H y a C V ǎ P E m K g J è a i l x ù N s ǔ T a y v E i c q h è l O E é H F a é ù j Y a M s j p h W	ungrammatical
K i N a a k I ó O E U Y n U à b R w z D à s ó W a x Y P t Y à K ǔ s g a w a I ǒ B N e w V a A I	ungrammatical
N A a z H o s U r q ú p U ù a L M R Z ě u G á k r C p ù S S a h d s a R a K f O g n T à V L G T	ungrammatical
P v h a v ǎ ò O x a p ù O U a a t e y a V e i G h h T è L Q A E w n t o è Y v T d h f p g Q A j	ungrammatical
S i a a á w F a à ù a N Z e X P O d p ǎ W c m g C T M N X F à á v é c ò Q ú ú ù J U E S Q G k I	ungrammatical
V a ǎ a Q ǒ ù U à H é Z à b h a a ǒ a P Z v ǔ K r W i A A à X ǎ ǔ K A d p K K ú à E z N ò ó Y T U	ungrammatical
c Y ǒ ò v L u p m I è H a E ò V M t v ò k I N S N ù N l J a E Q S é n E y K j a Z m W n a O a e ǔ	ungrammatical
r ě G R V ò l a J H g w k a P t x a X ù a Q A g ǒ b m ú F x x ǎ Z V r K ǎ o g ǔ è Y W m i p r R	ungrammatical
a R ǎ S R g l à I J M h h Y a N Y a W g U m o ě j x I ě ù J O ǒ a à M h J o ó V V ò o t G E ú O	ungrammatical
a p è E D a K E V E y ù ǔ m V t D M è è M s U l a z z v y S á Y j y k é C a W t b G A ǔ p O Q a	ungrammatical
h E n á L ǔ a i C x ù t ó a ù B j ǎ R q v H a T u Z l s a f ǔ I x è T N ò R J e è Q e ǔ d s M M	ungrammatical
j x c F a U u l a l á X m n v è ó V E ǔ è a E g a w q Z D á a B G á e ǔ W t ǔ T A K à á A T ó v b	ungrammatical
m a é Z A I l o U ě P é à a Y K p L ú C L n N ó a f g i ò g O é R n q i a é v a V x Q L ú h E a e	ungrammatical
p I H a a R H g Q J ǒ f h F k ù N J I L ǒ C a ú à O w ò P t i W a h S W ù t N l z F S ǒ y ǎ ǔ a k	ungrammatical
s c F v E a a y K ě l a F ǔ s G j ě a F ǔ q è P U C U R T Q K I N y W v A n a D w n a T c J ě S U	ungrammatical
u w a P è E n a ú à ě p m C ú H E z P B E T D a t t ò M z e Q é g ù I a ě E ǔ D ó x j a j w h I	ungrammatical
x J ù ě a ú ó q m x a á N O A t G M A x R H ò k ě U q N m á E k ù z I o a l E F X a Q p ǔ I g P	ungrammatical
ù á O A a ò I Y E x g O p a z h a ě p V K I O H x ě Q x S I B O ò ǒ p ǔ Q Q O a V ě è s V S a q w	grammatical
á a k ó w a Z ě x à A Q Y o á V a ǒ u F a j N ě P a N ǒ w é ò é N C d z è y x n ù C w t ǔ P ù h N	grammatical
é B z l m G O Y g ǎ m i p N s T o é à ó R a S ú a r ǔ v ǎ J P R K u k a s k a Y k à a e ǒ A u è ǒ	grammatical
ó ù à k T V F à á R a a A s i W a ě W B ó G j a O h G a a v z A N à R ó R I n y q g j y c z d p ú	grammatical
ǒ a k P k B Q i t a v C N ò W ě q ù o i à Z U I V g U a a A a o C ǔ N è R t t o z B G W á t O x e	grammatical
B A z F H K E Z p ò a ǔ r q l p q ó G a g i j a Y z F D s ǔ r z A j g a ě ǔ B é g ù X D a Y T f k	grammatical
D a I é m x p z w a à W J Q u F k r ǒ B u a J ǒ s à a E ǒ j ǒ ǔ N B é S a B à c f l h e l V P n m	grammatical
G a L à A a D o ǎ l ú N h Y l V W J q U G a à ě E a L x z x P A w a z j h X x c V k y r ǎ B D M Z	grammatical
J A w ě i S A y y C a ù A n a y H B m E t x K G S A F ú T S Y J a s é T N ò t n a ó M K V i C Z a	grammatical
L W r a M w j L B ǒ è X D a n á u Q v t Y M a l Q J i W r a V D K è a N T p X x a Z N Y r u o R a	grammatical
N w n a W h r s F g a A a i Y q ú ǒ Z U é F è h ù á Y á a u ǒ Q S h s p X T a i k P i G l u a ó l	grammatical
Q a ù v n Y w a F a t m G a ǔ I a N t z t E z F n z D T ě U x M F V D A A v L X t n F à h r v L ò	grammatical
T ò t K s o a r ǎ ě a D Y S C é ě s W ò H J U z M m D X r ù a a ú Z G a j f u A z c z ě L a ù V ǎ	grammatical
V p Y S V è P ǔ O a ù W ú ò a o t ò V J S r X t l B C v P R a H T y Y U T F a O a á K v Z D o s Z	grammatical
Y i a M s ǎ N à A O W a ù s o h a P M w ě a Z t ó F ò P I é j s Y g Y S R a ǔ o ó C r m à é A t h	grammatical
a ǒ R a a é Y E F i a a m J e j ò p é p ú ǔ M à à Y k è P v Q F x i é ó ě E H W O o w ǒ O x á P R	grammatical
a V n X a á x W N a q q a T á O C w Z k K F h W s A i h B ó é á X a o à á f C b W U T m m V e e U	grammatical
a r a Z ó E P C h w ǎ p l r h W ě y r T o k à i J W j j E a O g o o W a S A A L S J v M I l H a G	grammatical
h a ǔ G á à a R O g a B q k N Z á g A a k i S k T j z z C g h a w J d W é n W b y H V v v è c N à	grammatical
k L E D ù R é w F j ú E C T S W F a R U s a N G ě á n a q v B ě p m v E R v m T T N ú a a m U é y	grammatical
m a T t O O U D è i F R v W ǎ r ǎ à m X w z l a l t J a h P L é S a Q a M ě U B j á ě d y E b B f	grammatical
o x G ǎ x s t l i W a q H B V o F G v a è a Q P A W J A H N P h u a R G a é U ù l C a V k é C q a	grammatical
r m N s h ě i M a Z C B é S p g E ù a w Z Z a ú M u S ú H M J w a a d ě S K é e à ǔ A B g V l W p	grammatical
u M a Z z A r ǒ V P J n ó a j J T t x q k a a S k A p C g á ù z g ǎ O a q g k O l D ǔ ú p K w e W	grammatical
x N a o g ǎ a Z i a O F p X N M a à k l Z á E Y X O l à C ǎ z è j j s ù O y h a z f J ó y d X S a	grammatical
ù á O A a ò I Y E x g O p a z h T ě p V K I O H x ě Q x S I B O ò ǒ p ǔ Q Q O a V ě è s V S a q w	ungrammatical
á K k ó w a Z ě x à A Q Y o á V a ǒ u F a j N ě P a N ǒ w é ò é N C d z è y x n ù C w t ǔ P ù h N	ungrammatical
é B z l m G O Y g ǎ m i p N s T o é à ó R a S ú a r ǔ v ǎ J P R K u k a s k a c k à a e ǒ A u è ǒ	ungrammatical
ó ù à k T V F à á R a a A s i W a ě W B ó G j a O f h G a a v z A N à R ó R I n y q g j y c z d p ú	ungrammatical
ǒ a k P k B Q i t a v C N ò W ě q ù o i à Z U I V g U a a A ò o C ǔ N è R t t o z B G W á t O x e	ungrammatical
